id,etag,title,authors,publishedDate,description,pageCount,printType,maturityRating,imageLinks,language,previewLink,textSnippet,ISBN_10,ISBN_13,genre
dHS8EAAAQBAJ,PuJ12BWOoNw,The Maidens,Alex Michaelides,2023-11-28,"From the #1 New York Times bestselling author of The Silent Patient comes a spellbinding tale of psychological suspense, weaving together Greek mythology, murder, and obsession, that further cements “Michaelides as a major player in the field” (Publishers Weekly)--now in mass market. Edward Fosca is a murderer. Of this Mariana is certain. But Fosca is untouchable. A handsome and charismatic Greek tragedy professor at Cambridge University, Fosca is adored by staff and students alike particularly by the members of a secret society of female students known as The Maidens. Mariana Andros is a brilliant but troubled group therapist who becomes fixated on The Maidens when one member, a friend of Mariana’s niece Zoe, is found murdered in Cambridge. Mariana, who was once herself a student at the university, quickly suspects that behind the idyllic beauty of the spires and turrets, and beneath the ancient traditions, lies something sinister. And she becomes convinced that, despite his alibi, Edward Fosca is guilty of the murder. But why would the professor target one of his students? And why does he keep returning to the rites of Persephone, the maiden, and her journey to the underworld? When another body is found, Mariana’s obsession with proving Fosca’s guilt spirals out of control, threatening to destroy her credibility as well as her closest relationships. But Mariana is determined to stop this killer, even if it costs her everything—including her own life.",0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=dHS8EAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=dHS8EAAAQBAJ&dq=The+Silent+Patient&hl=&cd=2&source=gbs_api,"But Fosca is untouchable. A handsome and charismatic Greek tragedy professor at Cambridge University, Fosca is adored by staff and students alike, particularly by the members of a secret society of female students known as The Maidens.",1250326664,9781250326669.0,Romance
YQdDDwAAQBAJ,FKP6ect9EOk,The Silent Patient,Darlene Jamison,2020-11-06,"I was in my thirties when I attended nursing school, and I took the year-long crash course to get it over with as a LPN (licensed practical nurse). I was blessed to be able to cram the crash course in a year. I was particularly nervous when I had to take the state board exam to determine my becoming a nurse. After studying so hard for a complete year, I wasn’t sure if I would pass the state board exam. But I did pass the test, and I was so thankful to Jesus for this, for allowing me to",60.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=YQdDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=YQdDDwAAQBAJ&printsec=frontcover&dq=The+Silent+Patient&hl=&cd=3&source=gbs_api,"I titled this book The Silent Patient ’cause when my spirit returned back into my body—I was in a coma for a week—I was told that I couldn’t speak, but I could hear my visitors and could hear the health care staff.",1640826041,9781640826045.0,Fiction
2yWpDwAAQBAJ,JA+k9d4LYmk,The Patient,Jasper DeWitt,2020,"The Silent Patient by way of Stephen King: Parker, a young, overconfident psychiatrist new to his job at a mental asylum, miscalculates catastrophically when he undertakes curing a mysterious and profoundly dangerous patient. In a series of online posts, Parker H., a young psychiatrist, chronicles the harrowing account of his time working at a dreary mental hospital in New England. Through this internet message board, Parker hopes to communicate with the world his effort to cure one bewildering patient. We learn, as Parker did on his first day at the hospital, of the facility's most difficult, profoundly dangerous case--a forty-year-old man who was originally admitted to the hospital at age six. This patient has no known diagnosis. His symptoms seem to evolve over time. Every person who has attempted to treat him has been driven to madness or suicide. Desperate and fearful, the hospital's directors keep him strictly confined and allow minimal contact with staff for their own safety, convinced that releasing him would unleash catastrophe on the outside world. Parker, brilliant and overconfident, takes it upon himself to discover what ails this mystery patient and finally cure him. But from his first encounter with the mystery patient, things spiral out of control, and, facing a possibility beyond his wildest imaginings, Parker is forced to question everything he thought he knew. Fans of Sarah Pinborough's Behind Her Eyes and Paul Tremblay's The Cabin at the End of the World will be riveted by Jasper DeWitt's astonishing debut.",223.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=2yWpDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=2yWpDwAAQBAJ&printsec=frontcover&dq=The+Silent+Patient&hl=&cd=4&source=gbs_api,Fans of Sarah Pinborough&#39;s Behind Her Eyes and Paul Tremblay&#39;s The Cabin at the End of the World will be riveted by Jasper DeWitt&#39;s astonishing debut.,0358181763,9780358181767.0,Mystery
rruqEAAAQBAJ,juYbSBn25+M,The True Deceiver,Tove Jansson,2011-12-14,"In the deep winter snows of a Swedish hamlet, a strange young woman fakes a break-in at the house of an elderly artist in order to persuade her that she needs companionship. But what does she hope to gain by doing this? And who ultimately is deceiving whom? In this portrayal of two women grappling with truth and lies, nothing can be taken for granted. By the time the snow thaws, both their lives will have changed irrevocably.",147.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=rruqEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=rruqEAAAQBAJ&printsec=frontcover&dq=The+Silent+Patient&hl=&cd=5&source=gbs_api,"In the deep winter snows of a Swedish hamlet, a strange young woman fakes a break-in at the house of an elderly artist in order to persuade her that she needs companionship.",1908745126,9781908745125.0,Fiction
JTLjXsuIEFkC,UY6uF/ADAJ4,Gentlemen and Players,Joanne Harris,2009-10-13,"The New York Times bestselling author takes a riveting new direction with this richly textured, multi-layered novel of friendship, murder, revenge, and class conflict set in an upper-crust English school—as enthralling and haunting as Ian McKewan’s Atonement and Patricia Highsmith’s The Talented Mr. Ripley Audere, agere, auferre. To dare, to strive, to conquer. For generations, elite young men have attended St. Oswald’s School for Boys, groomed for success by the likes of Roy Straitley, the eccentric classics teacher who has been a revered fixture for more than 30 years. But this year, things are different. Suits, paperwork, and Information Technology rule the world, and Straitley is reluctantly contemplating retirement. He is joined in this, his 99th, term by five new faculty members, including one who—unknown to Straitley and everyone else—holds intimate and dangerous knowledge of St. Ozzie’s ways and secrets, it’s comforts and conceits. Harboring dark ties to the school’s past, this young teacher has arrived with one terrible goal: Destroy St. Oswald’s. As the new term gets underway, a number of incidents befall students and faculty alike. Beginning as small annoyances—a lost pen, a misplaced coffee mug—they soon escalate to the life threatening. With the school unraveling, only Straitley stands in the way of St. Ozzie’s ruin. But the old man faces a formidable opponent—a master player with a strategy that has been meticulously planned to the final move. A harrowing tale of cat and mouse told in alternating voices, this riveting, hypnotically atmospheric novel showcases Joanne Harris’s astonishing storytelling talent as never before.",450.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=JTLjXsuIEFkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=JTLjXsuIEFkC&printsec=frontcover&dq=The+Silent+Patient&hl=&cd=6&source=gbs_api,"A harrowing tale of cat and mouse told in alternating voices, this riveting, hypnotically atmospheric novel showcases Joanne Harris’s astonishing storytelling talent as never before.",0061839914,9780061839917.0,Fiction
TnEhEAAAQBAJ,xABXpXvYy+E,That Night,Nidhi Upadhyay,2021-04-05,"What happens when an innocent prank goes horribly wrong? Natasha, Riya, Anjali and Katherine were best friends in college - each different from the other yet inseparable - until that night. It was the night that began with a bottle of whisky and a game of Ouija but ended with the death of Sania, their unlikeable hostel mate. The friends vowed never to discuss that fateful night, a pact that had kept their friendship and guilt dormant for the last twenty years. But now, someone has begun to mess with them, threatening to reveal the truth that only Sania knew. Is it a hacker playing on their guilt or has Sania's ghost really returned to avenge her death? As the faceless enemy closes in on them, the friends come together once again to recount what really happened that night. But when the story is retold by each of them, the pieces don't fit. Because none of them is telling the whole truth . . . That Night is a dark, twisted tale of friendship and betrayal that draws you in and confounds you at every turn.",237.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=TnEhEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=TnEhEAAAQBAJ&printsec=frontcover&dq=The+Silent+Patient&hl=&cd=7&source=gbs_api,"But when the story is retold by each of them, the pieces don&#39;t fit. Because none of them is telling the whole truth . . . That Night is a dark, twisted tale of friendship and betrayal that draws you in and confounds you at every turn.",9390914787,9789390914784.0,Fiction
qmhHEAAAQBAJ,yMkFgNpAqB4,Young Investor's Guide,Sunil Kumar Parey,2021-10-04,"Young Investor’s Guide is written to cater to the young generation who have started earning or just settled with work. The language and content of the book have been kept simple and act as a guide so that the young generation can use it for actual investment. Before starting any investment journey, one needs to understand the importance of insurance and emergency funds. The investment journey can be divided into short-term, medium-term and long-term investments. Investments can be done in tangible and non-tangible assets. One has to fulfil their responsibility towards family, children’s education and marriage. One day, everyone has to retire, therefore planning for retirement is essential to avoid dependency on others. Life after retirement should be comfortable, and you should be able to contribute to charity. It is important to monitor and protect your wealth so that it grows with you and ultimately goes to the person you desire. Finally, the book talks about how to set financial goals and plan the future. Young Investor’s Guide takes a holistic approach towards investment. The young generation will learn the basics of investment and their applications. Middle-aged folks can correct their investment path if they have missed something, and seniors can add to their understanding of the investment process as well as to their children and grandchildren.",179.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=qmhHEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=qmhHEAAAQBAJ&printsec=frontcover&dq=The+Silent+Patient&hl=&cd=9&source=gbs_api,"It is important to monitor and protect your wealth so that it grows with you and ultimately goes to the person you desire. Finally, the book talks about how to set financial goals and plan the future.",1639574670,9781639574674.0,Fiction
au3L2HWQvdIC,RsW6Bmoe0ZA,Silent to the Bone,E.L. Konigsburg,2011-07-12,"Connor is sure his best friend, Branwell, couldn't have hurt Branwell's baby half sister, Nikki. But Nikki lies in a coma, and Branwell is in a juvenile behavioral center, suspected of a horrible crime and unable to utter the words to tell what really happened. Connor is the only one who might be able to break through Branwell's wall of silence. But how can he prove Branwell didn't commit the unspeakable act of which he's accused — when Branwell can't speak for himself?",272.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=au3L2HWQvdIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=au3L2HWQvdIC&printsec=frontcover&dq=The+Silent+Patient&hl=&cd=10&source=gbs_api,"Connor is sure his best friend, Branwell, couldn&#39;t have hurt Branwell&#39;s baby half sister, Nikki.",1442439734,9781442439733.0,Mystery
jVB1DwAAQBAJ,JrQILKL6Nb4,Where the Crawdads Sing,Delia Owens,2018-11-08,"OVER 12 MILLION COPIES SOLD WORLDWIDE NOW A MAJOR MOTION PICTURE A NUMBER ONE NEW YORK TIMES BESTSELLER For years, rumours of the 'Marsh Girl' have haunted Barkley Cove, a quiet town on the North Carolina coast. So in late 1969, when handsome Chase Andrews is found dead, the locals immediately suspect Kya Clark, the so-called Marsh Girl. But Kya is not what they say. Sensitive and intelligent, she has survived for years alone in the marsh that she calls home, finding friends in the gulls and lessons in the sand. Then the time comes when she yearns to be touched and loved. When two young men from town become intrigued by her wild beauty, Kya opens herself to a new life - until the unthinkable happens. 'Unforgettable . . . as engrossing as it is moving' Daily Mail 'I can't even express how much I love this book!' Reese Witherspoon '[It] will reach a huge audience though the writer's old-fashioned talents for compelling character, plotting and landscape description' Guardian 'Writing that takes your breath away' The Times",301.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=jVB1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=jVB1DwAAQBAJ&printsec=frontcover&dq=Where+the+Crawdads+Sing&hl=&cd=1&source=gbs_api,&#39;Unforgettable . . . as engrossing as it is moving&#39; Daily Mail &#39;I can&#39;t even express how much I love this book!,1472154630,9781472154637.0,Romance
CGVDDwAAQBAJ,bVpRH9HmTfk,Where the Crawdads Sing,Delia Owens,2018-08-14,"NOW A MAJOR MOTION PICTURE—The #1 New York Times bestselling worldwide sensation with more than 18 million copies sold, hailed by The New York Times Book Review as “a painfully beautiful first novel that is at once a murder mystery, a coming-of-age narrative and a celebration of nature.” For years, rumors of the “Marsh Girl” have haunted Barkley Cove, a quiet town on the North Carolina coast. So in late 1969, when handsome Chase Andrews is found dead, the locals immediately suspect Kya Clark, the so-called Marsh Girl. But Kya is not what they say. Sensitive and intelligent, she has survived for years alone in the marsh that she calls home, finding friends in the gulls and lessons in the sand. Then the time comes when she yearns to be touched and loved. When two young men from town become intrigued by her wild beauty, Kya opens herself to a new life—until the unthinkable happens. Where the Crawdads Sing is at once an exquisite ode to the natural world, a heartbreaking coming-of-age story, and a surprising tale of possible murder. Owens reminds us that we are forever shaped by the children we once were, and that we are all subject to the beautiful and violent secrets that nature keeps.",386.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=CGVDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=CGVDDwAAQBAJ&printsec=frontcover&dq=Where+the+Crawdads+Sing&hl=&cd=2&source=gbs_api,"Where the Crawdads Sing is at once an exquisite ode to the natural world, a heartbreaking coming-of-age story, and a surprising tale of possible murder.",0735219117,9780735219113.0,Mystery
jN84DwAAQBAJ,3UXZjRjcO6M,The Line That Held Us,David Joy,2018-08-14,"From critically acclaimed author David Joy comes a remarkable novel about the cover-up of an accidental death, and the dark consequences that reverberate through the lives of four people who will never be the same again. When Darl Moody went hunting after a monster buck he's chased for years, he never expected he'd accidentally shoot a man digging ginseng. Worse yet, he's killed a Brewer, a family notorious for vengeance and violence. With nowhere to turn, Darl calls on the help of the only man he knows will answer, his best friend, Calvin Hooper. But when Dwayne Brewer comes looking for his missing brother and stumbles onto a blood trail leading straight back to Darl and Calvin, a nightmare of revenge rips apart their world. The Line That Held Us is a story of friendship and family, a tale balanced between destruction and redemption, where the only hope is to hold on tight, clenching to those you love. What will you do for the people who mean the most, and what will you grasp to when all that you have is gone? The only certainty in a place so shredded is that no one will get away unscathed.",272.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=jN84DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=jN84DwAAQBAJ&printsec=frontcover&dq=Where+the+Crawdads+Sing&hl=&cd=4&source=gbs_api,"A story of friendship and family, The Line That Held Us is a tale balanced between destruction and redemption, where the only hope is to hold on tight, clenching those you love.",0399574239,9780399574238.0,Romance
YNxdwwEACAAJ,Ppg2FI65Uk8,Summary and Analysis of Where the Crawdads Sing,Book Nerd,2019-03-17,"A girl fighting against the world. A murder mystery left in the dark. A bond as fleeting as the crawdads Summary and Analysis of Where the Crawdads Sing: A Novel by Delia Owens Book Nerd offers an in depth summary of ""Where the Crawdads Sing.""Learn about this mystery suspense novel in these sections: Chapter-by-chapter summary and analysis An overview of the plot A list of the main characters and secondary characters An analysis of the symbols and motifs in Where the Crawdads Sing A list of the major themes in Where the Crawdads Sing Discussion questions for thought and an analysis of foreshadowing Download and read now for an enhanced book overview that complements the original book. You may enjoy this novel if you're a fan of Barbara Kingsolver. *Please Note: This is an unofficial summary and analysis book of Owens' ""Where the Crawdads Sing."" This companion is designed to further your understanding and analysis of the book. This is not the original book.",96.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=YNxdwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=YNxdwwEACAAJ&dq=Where+the+Crawdads+Sing&hl=&cd=5&source=gbs_api,&quot; This companion is designed to further your understanding and analysis of the book. This is not the original book.,1090730012,9781090730015.0,Mystery
W6gFEAAAQBAJ,fubwk7JsU2Q,Cry of the Kalahari,"Delia Owens, Mark Owens",2021-10-07,"'A remarkable story beautifully told... Among such classics as Goodall's In the Shadow of Man and Fossey's Gorillas in the Mist' Chicago Tribune Carrying little more than a change of clothes and a pair of binoculars, two young Americans, Mark and Delia Owens, caught a plane to Africa, bought a thirdhand Land Rover, and drove deep into the Kalahari Desert. There they lived for seven years, in an unexplored area with no roads, no people, and no source of water for thousands of square miles. In this vast wilderness the Owenses began their zoology research, working along animals that had never before been exposed to humans. An international bestseller on original release, Cry of the Kalahari is the story of the Owenses's life with lions, brown hyenas, jackals, giraffes, and the many other creatures they came to know. It is also a gripping account of how they survived the dangers of living in one of the last and largest pristine areas on Earth. --------------------------------- 'One of the best testimonials to the perseverance, idealism and general spunk of passionate animal students' Washington Post 'For anyone interested in animals or in real life adventure, this book is a must' Jane Goodall",480.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=W6gFEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=W6gFEAAAQBAJ&printsec=frontcover&dq=Where+the+Crawdads+Sing&hl=&cd=7&source=gbs_api,"Read their remarkable book to be delighted, moved, and awed&#39; People Magazine &#39;For anyone interested in animals or in real life adventure, this book is a must&#39; Jane Goodall In the early 1970s, carrying little more than a change of clothes ...",1472156447,9781472156440.0,Fiction
y9-GG5gPzgwC,KAxkyWBL4Og,The Righteous Mind,Jonathan Haidt,2012-03-29,"In The Righteous Mind, psychologist Jonathan Haidt answers some of the most compelling questions about human relationships: Why can it sometimes feel as though half the population is living in a different moral universe? Why do ideas such as 'fairness' and 'freedom' mean such different things to different people? Why is it so hard to see things from another viewpoint? Why do we come to blows over politics and religion? Jonathan Haidt reveals that we often find it hard to get along because our minds are hardwired to be moralistic, judgemental and self-righteous. He explores how morality evolved to enable us to form communities, and how moral values are not just about justice and equality - for some people authority, sanctity or loyalty matter more. Morality binds and blinds, but, using his own research, Haidt proves it is possible to liberate ourselves from the disputes that divide good people. 'A landmark contribution to humanity's understanding of itself' The New York Times 'A truly seminal book' David Goodhart, Prospect 'A tour de force - brave, brilliant, and eloquent. It will challenge the way you think about liberals and conservatives, atheism and religion, good and evil' Paul Bloom, author of How Pleasure Works 'Compelling . . . a fluid combination of erudition and entertainment' Ian Birrell, Observer 'Lucid and thought-provoking ... deserves to be widely read' Jenni Russell, Sunday Times",448.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=y9-GG5gPzgwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=y9-GG5gPzgwC&printsec=frontcover&dq=Where+the+Crawdads+Sing&hl=&cd=8&source=gbs_api,"Why do we come to blows over politics and religion? Jonathan Haidt reveals that we often find it hard to get along because our minds are hardwired to be moralistic, judgemental and self-righteous.",1846145716,9781846145711.0,Romance
jl5BEAAAQBAJ,F+LN3eu0YA8,The Clanlands Almanac,"Sam Heughan, Graham McTavish",2021-11-23,"A seasonal meander through the wilds of Scotland. 'If Clanlands was a gentle road trip through Scotland, this almanac is a top down, pedal to the metal up and down odyssey through the many byways of a Scottish year. An invitation to anyone who picks up the book to join us on a crazy camper van exploration over 12 glorious, whisky fuelled months. Mountains, battles, famous (and infamous) Scots, the alarming competitiveness of Men in Kilts, clans, feuds, flora, fauna, with a healthy sprinkling of embarrassing personal reminiscences thrown in. Much is explored, all is shared. It is a camper van cornucopia of all things Alba'. From First Footing to Samhain, Fringe Festival follies to whisky lore, Sam & Graham guide readers through a year of Scottish legends, traditions, historical and contemporary events, sharing personal stories and tips as only these two chalk-and-cheese friends can. As entertaining as it is practical, The Clanlands Almanac is a light-hearted education in Scottish history and culture, told through the eyes of two passionate Scotsmen. The perfect escapist guide, The Clanlands Almanac is intended as a starting point for your own Scottish discoveries.",406.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=jl5BEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=jl5BEAAAQBAJ&printsec=frontcover&dq=Where+the+Crawdads+Sing&hl=&cd=9&source=gbs_api,"The perfect escapist guide, The Clanlands Almanac is intended as a starting point for your own Scottish discoveries.",1529372194,9781529372199.0,Non-Fiction
aghkDQAAQBAJ,IhNV43GHRPM,Cress Delahanty,Jessamyn West,2016-10-27,"The tenderly funny story of a modern girl’s growing up. Cress Delahanty, growing up on a California ranch, might have been you at sixteen, your teenage daughter or niece, or the girl next door. You will watch her progress, as her parents did, with amusement and an occasional touch of exasperation and a twinge of heartache at the memory of your own growing pains. She’s the girl who invented Delahanty’s Law for Saving Time. The high-school kid who decided craziness would be her trademark. The love-smitten adolescent who found a unique way to attract the boys. Not since Penrod—that classic by another Indiana author—has the magic, the humor and the seriousness of adolescence been so warmly and sympathetically portrayed in an American novel. “An enchanting novel...those still capable of feeling the absurdity and the beauty of growing up will find it a book well worth treasuring in that library of libraries, the heart.”—CLIFTON FADIMAN, The book-of-the-Month Club News “Cress Delahanty has all the makings of a classic.”—Hartford Courant “An extraordinarily engaging, humorous and touching book about a teenage girl.”—The New York Times “It does for an adolescent girl what Salinger’s Catcher in the Rye did for her male counterpart.”—Los Angeles Mirror",167.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=aghkDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=aghkDQAAQBAJ&printsec=frontcover&dq=Where+the+Crawdads+Sing&hl=&cd=10&source=gbs_api,"The tenderly funny story of a modern girl’s growing up. Cress Delahanty, growing up on a California ranch, might have been you at sixteen, your teenage daughter or niece, or the girl next door.",1787202240,9781787202245.0,Fantasy
vrpPEAAAQBAJ,+cYuEwa9D2M,Normal People,Sally Rooney,2020-02-18,"NOW AN EMMY-NOMINATED HULU ORIGINAL SERIES • NEW YORK TIMES BESTSELLER • LONGLISTED FOR THE BOOKER PRIZE • “A stunning novel about the transformative power of relationships” (People) from the author of Conversations with Friends, “a master of the literary page-turner” (J. Courtney Sullivan). “[A] novel that demands to be read compulsively, in one sitting.”—The Washington Post ONE OF ENTERTAINMENT WEEKLY’S TEN BEST NOVELS OF THE DECADE TEN BEST BOOKS OF THE YEAR: People, Slate, The New York Public Library, Harvard Crimson Connell and Marianne grew up in the same small town, but the similarities end there. At school, Connell is popular and well liked, while Marianne is a loner. But when the two strike up a conversation—awkward but electrifying—something life changing begins. A year later, they’re both studying at Trinity College in Dublin. Marianne has found her feet in a new social world while Connell hangs at the sidelines, shy and uncertain. Throughout their years at university, Marianne and Connell circle one another, straying toward other people and possibilities but always magnetically, irresistibly drawn back together. And as she veers into self-destruction and he begins to search for meaning elsewhere, each must confront how far they are willing to go to save the other. Normal People is the story of mutual fascination, friendship, and love. It takes us from that first conversation to the years beyond, in the company of two people who try to stay apart but find that they can’t. WINNER: The British Book Award, The Costa Book Award, The An Post Irish Novel of the Year, Sunday Times Young Writer of the Year Award BEST BOOKS OF THE YEAR: The New York Times, The New York Times Book Review, Oprah Daily, Time, NPR, The Washington Post, Vogue, Esquire, Glamour, Elle, Marie Claire, Vox, The Paris Review, Good Housekeeping, Town & Country",305.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=vrpPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=vrpPEAAAQBAJ&dq=Normal+People&hl=&cd=1&source=gbs_api,"And as she veers into self-destruction and he begins to search for meaning elsewhere, each must confront how far they are willing to go to save the other. Normal People is the story of mutual fascination, friendship, and love.",1984822187,9781984822185.0,Romance
NBIVEAAAQBAJ,KfuAvFkgyx4,Normal People,Sally Rooney,2020,"Popularitas adalah belenggu. Setidaknya, itu yang dirasakan Connel, cowok populer di sekolah. Ia selalu mencemaskan pendapat orang lain. Dia bahkan tidak berani mengakui hubungannya dengan Marriane, cewek yang dianggap aneh oleh teman-temannya. Padahal hanya bersama Marriane, Connel bisa menjadi dirinya sendiri dan menikmati waktu. Saat di bangku kuliah, keadaan berbalik. Marriane mendadak menjelma menjadi gadis yang banyak diundang di pesta-pesta, sementara Connel justru terabaikan di lingkaran pergaulan dunia kampus. Hubungan mereka memasuki babak baru yang lebih rumit, karena di dalamnya trauma, kecemasan, dan penyangkalan diri selalu mengusik. Normal People meramu konflik psikologis secara apik bersama segala persoalan tentang kelas, cinta pertama, dan kompleksitas hubungan dalam keluarga dan pertemanan. Membaca novel yang dinobatkan sebagai karya klasik abad 21 ini, kita akan dibawa menikmati sensasi menjadi muda dan mabuk kepayang karena cinta. [Mizan, Mizan Publishing, Bentang Pustaka, Fiksi, Literaly, Indonesia]",194.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=NBIVEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,id,http://books.google.co.in/books?id=NBIVEAAAQBAJ&printsec=frontcover&dq=Normal+People&hl=&cd=2&source=gbs_api,"Normal People meramu konflik psikologis secara apik bersama segala persoalan tentang kelas, cinta pertama, dan kompleksitas hubungan dalam keluarga dan pertemanan.",6022916518,9786022916512.0,Fiction
t8fizQEACAAJ,ozUvDolD/LY,Normal People,ROONEY S,2020-11-12,"'You know, I did used to think that I could read your mind at times.' 'In bed you mean.' 'Yeah. And afterwards but I dunno maybe that's normal.' 'It's not.' Connell and Marianne grow up in the same small town in the west of Ireland, but the similarities end there. In school, Connell is popular. Marianne is a loner. But when the two strike up a conversation, something life-changing begins. With an introduction by director Lenny Abrahamson and featuring iconic images from the show, Normal People: The Scripts contains the complete screenplays of the acclaimed Emmy-nominated television drama based on Sally Rooney's bestselling novel. OVER ONE MILLION COPIES SOLD! WINNER OF THE COSTA NOVEL AWARD 2018 WINNER OF THE AN POST IRISH BOOK AWARDS NOVEL OF THE YEAR WINNER OF NOVEL OF THE YEAR AND BOOK OF THE YEAR AT THE BRITISH BOOK AWARDS WINNER OF THE SPECSAVERS NATIONAL BOOK AWARDS INTERNATIONAL AUTHOR OF THE YEAR LONGLISTED FOR THE MAN BOOKER PRIZE 2018 LONGLISTED FOR THE WOMEN'S PRIZE FOR FICTION 2019",368.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=t8fizQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=t8fizQEACAAJ&dq=Normal+People&hl=&cd=3&source=gbs_api,The perfect gift for 2020 - the complete screenplays of the acclaimed Emmy-nominated television drama based on Sally Rooney&#39;s bestselling novel.,0571367860,9780571367863.0,Fiction
WbtvDgAAQBAJ,ifWeogWVFMA,Conversations with Friends,Sally Rooney,2017-05-25,"FROM THE AUTHOR OF NORMAL PEOPLE** NOW ON BBC THREE AND IPLAYER **WINNER OF THE SUNDAY TIMES / PFD YOUNG WRITER OF THE YEARSHORTLISTED FOR THE DYLAN THOMAS PRIZE 2018SHORTLISTED FOR THE KERRY GROUP IRISH NOVEL OF THE YEAR 2018SHORTLISTED FOR THE RATHBONES FOLIO PRIZE 2018LONGLISTED FOR THE DESMOND ELLIOTT PRIZE 2018A SUNDAY TIMES, OBSERVER AND TELEGRAPH BOOK OF THE YEARFrances is twenty-one years old, cool-headed and observant. A student in Dublin and an aspiring writer, at night she performs spoken word with her best friend Bobbi, who used to be her girlfriend. When they are interviewed and then befriended by Melissa, a well-known journalist who is married to Nick, an actor, they enter a world of beautiful houses, raucous dinner parties and holidays in Provence, beginning a complex ménage-à-quatre. But when Frances and Nick get unexpectedly closer, the sharply witty and emotion-averse Frances is forced to honestly confront her own vulnerabilities for the first time.",304.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=WbtvDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=WbtvDgAAQBAJ&printsec=frontcover&dq=Normal+People&hl=&cd=4&source=gbs_api,"** Pre-order Sally Rooney&#39;s new novel Intermezzo now ** &#39;A nuanced, page-turning portrait.",0571333141,9780571333141.0,Fiction
